,,,,,,,,,,,,,Normalised abundance,,,,,Raw abundance,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Condition 1,Condition 2,Condition 3,Condition 4,QC,Condition 1,Condition 2,Condition 3,Condition 4,QC,,,,,,,,,,,,,,
Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,LZJ-A1-,LZJ-B1-,LZJ-C1-,LZJ-D1-,LZJ-QC3-,LZJ-A1-.1,LZJ-B1-.1,LZJ-C1-.1,LZJ-D1-.1,LZJ-QC3-.1,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link,Da,mDa,Group,NRF_Rule
12.63_635.3573m/z,,635.3572971,1,12.63205,0.5802,0,6.977606437,Condition 3,Condition 1,100 - 33.4 - 27.6,1353.574134,---,193.9883176,328.8999324,1353.574134,358.9898171,572.3904888,165.9876143,307.2445336,1416.953014,388.5428314,572.3904888,,,,,,,,,,,635,357.2971,Group 1,even
13.06_737.4069m/z,,737.4069026,1,13.05581667,3.321983333,0,2.286818313,Condition 1,Condition 3,100 - 37.8 - 57.9 - 18.4,96543.73411,---,96543.73411,66777.42607,42217.49212,57477.01515,72995.54684,82608.39775,62380.67297,44194.25666,62208.67875,72995.54684,,,,,,,,,,,737,406.9026,Group 1,even
13.41_673.3930m/z,,673.3930304,1,13.4055,0.206983333,0,6.482012454,Condition 3,Condition 2,100 - 23.2,68.52612691,---,23.88883884,10.57173638,68.52612691,31.78045046,31.4448297,20.44067095,9.875673098,71.73474994,34.39670324,31.4448297,,,,,,,,,,,673,393.0304,Group 1,even
13.94_767.4112m/z,,767.4112187,1,13.94168333,2.7946,0,1.689754202,Condition 3,Condition 4,100 - 38 - 27.6 - 20.1,11587.89623,---,8891.798708,8677.657735,11587.89623,6857.740737,8650.52209,7608.336794,8106.3042,12130.48038,7422.288533,8650.52209,,,,,,,,,,,767,411.2187,Group 1,even
14.16_823.4048m/z,,823.4048016,1,14.15855,2.887583333,0,3.313777907,Condition 4,Condition 1,100 - 40.1 - 13.5 - 2.92 - 2.66 - 0.849 - 0.477,27286.37112,---,8234.218431,17439.43761,20151.92803,27286.37112,15896.67441,7045.67311,16291.19178,21095.50887,29532.65911,15896.67441,,,,,,,,,,,823,404.8016,Group 1,even
15.33_591.3515m/z,,591.3514863,1,15.33228333,0.216183333,0,32.40837697,Condition 3,Condition 2,100 - 24.6 - 4.99,374.4695592,---,20.5531151,11.55471499,374.4695592,72.09796706,139.5096106,17.58643296,10.79393052,392.0034796,78.03326704,139.5096106,,,,,,,,,,,591,351.4863,Group 1,even
20.52_577.3739m/z,,577.3739173,1,20.51545,0.163216667,0,inf,Condition 3,Condition 1,100 - 31,115.2794458,---,0,0,115.2794458,22.92364629,0,0,0,120.6772159,24.81078295,0,,,,,,,,,,,577,373.9173,Group 1,even
23.80_659.4134m/z,,659.4134243,1,23.8008,0.378716667,0,7.781979783,Condition 3,Condition 1,100 - 32.2,287.1345593,---,36.89736639,88.98805608,287.1345593,192.2022846,173.310853,31.57151882,83.12891275,300.5791621,208.0248973,173.310853,,,,,,,,,,,659,413.4243,Group 1,even
24.39_617.3954m/z,,617.3954381,1,24.39436667,0.433166667,0,2.496184435,Condition 1,Condition 4,100 - 22.5,255.4600317,---,255.4600317,139.8799662,162.111133,102.3402069,140.2368243,218.5863651,130.6700024,169.7017198,110.76513,140.2368243,,,,,,,,,,,617,395.4381,Group 1,even
24.72_623.3925m/z,,623.3924769,1,24.71705,0.279116667,0,inf,Condition 1,Condition 3,100 - 27,177.8701904,---,177.8701904,64.63091656,0,4.331442701,70.65628099,152.1960133,60.37549374,0,4.688018799,70.65628099,,,,,,,,,,,623,392.4769,Group 1,even
25.86_649.3480m/z,,649.3480017,1,25.85835,0.70505,0,3.518070566,Condition 1,Condition 4,100 - 29.5 - 37.9 - 7.34,1138.402721,---,1138.402721,621.2951396,637.0734962,323.5872332,611.8052864,974.0831512,580.3878826,666.9034135,350.2258109,611.8052864,,,,,,,,,,,649,348.0017,Group 1,even
26.24_619.4209m/z,,619.4208651,1,26.2399,3.100083333,0,2.837188359,Condition 1,Condition 3,100 - 34.7 - 41.1 - 0.0893,5589.884686,---,5589.884686,2956.720627,1970.219802,2155.90099,2506.057905,4783.028353,2762.044502,2062.472099,2333.3806,2506.057905,,,,,,,,,,,619,420.8651,Group 1,even
27.33_625.4269m/z,,625.426926,1,27.32515,0.219233333,0,2.822939603,Condition 1,Condition 4,100 - 20.8,170.7601944,---,170.7601944,139.3440664,62.25646875,60.4902047,85.96584304,146.1122899,130.1693873,65.17152537,65.46992223,85.96584304,,,,,,,,,,,625,426.926,Group 1,even
27.38_793.3936m/z,,793.3936474,1,27.37791667,0.709216667,0,1.710453982,Condition 3,Condition 2,100 - 36.5,606.0776211,---,372.3801705,354.3372856,606.0776211,433.5971898,407.9345269,318.6299921,331.007043,634.4562075,469.2920851,407.9345269,,,,,,,,,,,793,393.6474,Group 1,even
27.49_703.3781m/z,,703.3780538,1,27.49155,0.543083333,0,2.964020408,Condition 3,Condition 1,100 - 33.5 - 38.4 - 7.31,424.0274723,---,143.0582162,179.0452345,424.0274723,192.2562714,208.5504651,122.4088765,167.2565547,443.8818603,208.0833285,208.5504651,,,,,,,,,,,703,378.0538,Group 1,even
